transaction_id,account_id,transaction_type,amount,transaction_date,is_fraud
7742,369,Bill Payment,93.98,2025-11-11 19:30:59,0
7743,326,POS Purchase,155.5,2025-08-21 11:22:59,0
7744,437,Deposit,281.22,2026-03-23 00:33:59,0
7745,390,Transfer,195.95,2025-08-08 20:04:59,0
7746,145,Bill Payment,464.56,2026-06-08 16:30:59,0
7747,507,POS Purchase,359.6,2026-06-02 05:47:59,0
7748,345,Deposit,16.02,2026-06-01 04:23:59,0
7749,437,Deposit,1613.78,2025-11-11 20:41:59,0
7750,129,Deposit,349.99,2025-08-09 02:57:59,0
7751,331,Bill Payment,499.6,2026-05-20 05:10:59,0
7752,19,Bill Payment,264.31,2025-09-17 09:18:59,0
7753,66,Deposit,485.98,2026-04-24 06:09:59,0
7754,189,Bill Payment,30.8,2026-04-06 23:05:59,0
7755,51,POS Purchase,107.83,2025-10-27 00:14:59,0
7756,401,POS Purchase,523.72,2026-06-18 15:46:59,0
7757,454,Withdrawal,57.3,2026-03-07 16:42:59,0
7758,465,Deposit,21.37,2025-11-29 17:16:59,0
7759,634,Deposit,388.93,2026-05-13 14:40:59,0
7760,350,Bill Payment,452.19,2025-10-07 23:29:59,0
7761,8,Withdrawal,45.38,2026-06-07 20:10:59,0
7762,335,Bill Payment,482.63,2026-05-25 03:24:59,0
7763,543,POS Purchase,291.2,2025-10-04 12:53:59,0
7764,234,POS Purchase,184.54,2025-09-07 20:50:59,0
7765,213,Withdrawal,444.36,2025-09-17 05:08:59,0
7766,179,Transfer,136.86,2025-11-17 11:46:59,0
7767,687,Withdrawal,54.92,2026-04-17 08:33:59,0
7768,502,Transfer,84.82,2025-12-05 18:20:59,0
7769,550,Bill Payment,176.88,2025-12-15 22:17:59,0
7770,560,Deposit,190.46,2025-08-08 02:31:59,0
7771,588,Withdrawal,410.43,2025-11-24 23:52:59,0
7772,614,POS Purchase,392.78,2025-11-10 02:32:59,0
7773,654,Transfer,218.69,2026-06-05 10:56:59,0
7774,345,POS Purchase,380.43,2025-11-11 04:10:59,0
7775,14,Bill Payment,54.23,2026-03-03 12:18:59,0
7776,193,Deposit,13.84,2026-02-21 14:45:59,0
7777,80,Withdrawal,518.14,2026-01-11 05:24:59,0
7778,290,Withdrawal,20.64,2025-10-24 17:46:59,0
7779,384,Bill Payment,71.82,2026-05-02 23:55:59,0
7780,50,Deposit,298.12,2025-12-15 22:40:59,0
7781,633,Withdrawal,132.67,2025-10-23 20:50:59,0
7782,446,Withdrawal,523.5,2025-10-06 22:42:59,0
7783,213,Deposit,89.45,2026-01-24 09:56:59,0
7784,396,Bill Payment,3.99,2025-11-02 17:46:59,0
7785,300,Deposit,90.4,2026-04-16 14:51:59,0
7786,66,Bill Payment,216.73,2025-08-22 09:07:59,0
7787,597,Transfer,118.88,2025-12-19 01:37:59,0
7788,48,Transfer,192.36,2025-09-04 06:21:59,0
7789,371,Deposit,524.08,2026-04-18 13:17:59,0
7790,12,Deposit,609.99,2025-12-27 00:28:59,0
7791,239,Transfer,78.3,2025-09-27 23:53:59,0
7792,378,Deposit,156.04,2026-03-07 23:54:59,0
7793,271,Deposit,200.15,2025-11-09 06:40:59,0
7794,191,POS Purchase,745.53,2026-01-18 01:45:59,0
7795,425,Transfer,1646.93,2026-02-10 10:49:59,0
7796,172,Withdrawal,68.1,2026-01-13 01:07:59,0
7797,84,Transfer,325.55,2026-05-01 12:02:59,0
7798,511,Transfer,119.72,2025-10-15 14:47:59,0
7799,699,POS Purchase,3.04,2026-05-22 02:23:59,0
7800,357,Withdrawal,3.32,2026-01-26 13:59:59,0
7801,536,POS Purchase,155.31,2026-07-05 03:17:59,0
7802,119,Bill Payment,168.52,2026-04-18 17:45:59,0
7803,109,Transfer,6.71,2025-09-05 12:43:59,0
7804,270,Deposit,291.33,2025-09-27 20:23:59,0
7805,320,Transfer,88.04,2025-12-13 00:07:59,0
7806,689,Withdrawal,206.18,2026-02-21 13:38:59,0
7807,271,Deposit,90.5,2026-04-28 11:22:59,0
7808,612,Transfer,46.72,2025-12-14 21:20:59,0
7809,361,Bill Payment,131.71,2025-07-11 16:55:59,0
7810,126,Deposit,67.08,2026-03-18 23:35:59,0
7811,473,Deposit,192.32,2026-01-23 13:52:59,0
7812,38,Deposit,56.42,2025-09-01 07:47:59,0
7813,546,Withdrawal,178.53,2025-08-25 08:12:59,0
7814,666,Deposit,43.81,2026-02-26 15:40:59,0
7815,326,Bill Payment,278.91,2026-05-05 23:01:59,0
7816,433,Transfer,351.54,2025-07-15 10:43:59,0
7817,682,Transfer,30.24,2025-12-04 15:28:59,0
7818,59,Bill Payment,158.69,2026-04-18 15:33:59,0
7819,126,Bill Payment,19.38,2025-11-29 16:56:59,0
7820,177,Transfer,228.94,2026-06-13 09:32:59,0
7821,126,Transfer,77.77,2026-03-08 21:35:59,0
7822,406,Bill Payment,188.5,2025-09-20 19:37:59,0
7823,150,Withdrawal,183.17,2025-11-03 12:20:59,0
7824,301,Withdrawal,646.42,2025-08-15 13:06:59,0
7825,268,Bill Payment,200.12,2025-08-06 18:12:59,0
7826,612,Transfer,219.67,2025-08-29 07:23:59,0
7827,153,Withdrawal,129.4,2025-11-29 09:06:59,0
7828,151,Deposit,745.37,2026-03-19 20:06:59,0
7829,193,Withdrawal,376.35,2025-08-29 00:27:59,0
7830,595,Transfer,85.01,2025-07-13 23:41:59,0
7831,662,Transfer,465.81,2025-08-30 14:23:59,0
7832,488,Deposit,142.58,2025-11-01 07:22:59,0
7833,436,Withdrawal,442.04,2026-05-28 14:27:59,0
7834,509,POS Purchase,433.74,2026-05-12 07:41:59,0
7835,549,Bill Payment,53.33,2026-05-01 08:26:59,0
7836,385,Deposit,302.95,2025-09-05 04:30:59,0
7837,233,Deposit,86.85,2025-11-26 14:23:59,0
7838,650,Transfer,89.27,2026-06-01 20:10:59,0
7839,511,Withdrawal,88.87,2025-11-07 19:23:59,0
7840,671,POS Purchase,324.26,2026-03-06 18:06:59,0
7841,490,Deposit,66.28,2025-08-27 08:06:59,0
7842,369,Withdrawal,1.23,2026-01-10 17:43:59,0
7843,496,Transfer,315.02,2025-08-02 18:39:59,0
7844,220,Bill Payment,47.94,2025-07-18 13:37:59,0
7845,531,Transfer,28.59,2026-05-23 23:14:59,0
7846,459,Transfer,68.79,2026-06-03 11:26:59,0
7847,174,POS Purchase,120.47,2025-07-19 21:25:59,0
7848,363,Deposit,162.52,2026-05-11 22:09:59,0
7849,157,POS Purchase,12.4,2025-08-13 02:56:59,0
7850,157,Bill Payment,882.46,2026-01-29 02:42:59,0
7851,211,POS Purchase,315.75,2026-05-16 07:36:59,0
7852,79,Bill Payment,98.59,2026-05-30 13:44:59,0
7853,276,Deposit,96.94,2026-06-28 10:25:59,0
7854,652,Bill Payment,149.8,2025-10-08 10:10:59,0
7855,627,Deposit,247.04,2026-03-28 04:26:59,0
7856,56,Bill Payment,40.57,2026-03-23 16:44:59,0
7857,154,Deposit,53.35,2026-03-02 05:00:59,0
7858,568,Withdrawal,491.52,2025-09-29 16:54:59,0
7859,190,Transfer,75.01,2026-01-25 02:10:59,0
7860,3,Withdrawal,120.59,2026-03-31 22:27:59,0
7861,127,Bill Payment,513.51,2025-10-07 09:08:59,0
7862,268,Deposit,273.03,2025-10-14 19:29:59,0
7863,669,Bill Payment,105.53,2025-10-13 14:51:59,0
7864,504,Withdrawal,288.77,2026-07-03 02:34:59,0
7865,104,Transfer,5.97,2025-09-24 11:17:59,0
7866,36,Bill Payment,333.61,2026-05-09 18:36:59,0
7867,115,Transfer,167.88,2026-06-07 03:08:59,0
7868,632,Transfer,420.41,2025-09-20 20:42:59,0
7869,679,Transfer,774.27,2026-04-25 15:21:59,0
7870,338,Withdrawal,651.21,2026-06-02 11:34:59,0
7871,373,Transfer,600.95,2026-06-27 10:22:59,0
7872,507,POS Purchase,180.45,2026-07-06 05:53:59,0
7873,688,Withdrawal,112.63,2026-03-16 17:08:59,0
7874,465,Withdrawal,157.39,2025-10-31 03:25:59,0
7875,433,Deposit,293.71,2025-09-13 04:48:59,0
7876,329,Deposit,539.54,2025-08-31 08:35:59,0
7877,246,Withdrawal,58.98,2025-08-03 13:40:59,0
7878,193,Transfer,626.85,2026-06-20 11:50:59,0
7879,415,POS Purchase,423.09,2025-11-29 03:32:59,0
7880,296,Deposit,965.1,2025-10-04 16:47:59,0
7881,130,Withdrawal,531.59,2025-11-02 16:37:59,0
7882,496,Withdrawal,83.1,2026-04-03 21:35:59,0
7883,486,Deposit,29.0,2026-04-29 19:52:59,0
7884,108,Withdrawal,30.76,2026-03-11 11:12:59,0
7885,576,Bill Payment,87.05,2026-03-31 17:09:59,0
7886,127,Withdrawal,239.1,2025-09-05 00:31:59,0
7887,568,Withdrawal,408.82,2025-09-18 23:20:59,0
7888,7,POS Purchase,574.78,2026-05-10 17:07:59,0
7889,110,POS Purchase,245.38,2025-11-04 13:38:59,0
7890,557,Transfer,2.41,2025-11-25 09:17:59,0
7891,253,POS Purchase,52.55,2025-07-10 17:07:59,0
7892,666,Bill Payment,27.26,2025-11-05 03:46:59,0
7893,214,Bill Payment,113.87,2025-08-10 07:55:59,0
7894,406,Withdrawal,174.96,2025-12-12 21:59:59,0
7895,451,Bill Payment,12.09,2025-07-16 10:59:59,0
7896,365,Transfer,108.11,2026-06-07 03:12:59,0
7897,210,Transfer,50.36,2026-04-18 09:45:59,0
7898,524,Deposit,261.37,2026-06-16 04:30:59,0
7899,668,Withdrawal,157.03,2026-03-30 20:42:59,0
7900,140,POS Purchase,171.96,2025-11-30 02:09:59,0
7901,567,Withdrawal,140.52,2025-12-31 03:10:59,0
7902,225,Bill Payment,782.0,2025-08-13 22:06:59,0
7903,103,Transfer,61.43,2025-11-06 17:26:59,0
7904,17,Bill Payment,182.76,2026-02-05 00:22:59,0
7905,63,Bill Payment,333.97,2025-10-26 17:44:59,0
7906,71,Bill Payment,204.46,2026-06-30 12:45:59,0
7907,605,Transfer,662.34,2025-12-29 09:53:59,0
7908,251,Bill Payment,119.69,2025-10-23 09:46:59,0
7909,262,Deposit,156.75,2025-11-04 02:10:59,0
7910,478,Deposit,24.17,2025-10-28 02:15:59,0
7911,217,Deposit,235.76,2026-02-06 14:30:59,0
7912,141,Deposit,85.99,2025-07-16 20:37:59,0
7913,133,Deposit,44.68,2026-03-10 15:30:59,0
7914,187,Transfer,197.61,2026-02-24 08:58:59,0
7915,442,POS Purchase,190.99,2025-11-25 01:54:59,0
7916,329,Deposit,20.73,2026-02-11 21:32:59,0
7917,677,POS Purchase,300.51,2025-07-21 21:24:59,0
7918,394,Bill Payment,245.39,2026-05-25 06:46:59,0
7919,462,Withdrawal,53.38,2025-07-27 06:01:59,0
7920,678,POS Purchase,159.45,2025-07-20 17:59:59,0
7921,329,Deposit,319.53,2026-04-10 14:15:59,0
7922,425,POS Purchase,189.46,2025-11-20 18:59:59,0
7923,458,POS Purchase,126.83,2025-08-19 10:07:59,0
7924,190,Deposit,98.28,2025-12-17 18:42:59,0
7925,652,Transfer,236.65,2025-08-21 22:38:59,0
7926,334,Bill Payment,700.67,2026-03-13 18:39:59,0
7927,179,Deposit,279.49,2025-09-07 10:04:59,0
7928,324,POS Purchase,20.42,2026-05-11 07:54:59,0
7929,25,Deposit,155.36,2025-10-31 19:34:59,0
7930,311,Deposit,554.7,2026-01-04 10:19:59,0
7931,397,Bill Payment,25.81,2025-07-19 04:43:59,0
7932,279,Bill Payment,1125.66,2026-01-08 20:12:59,0
7933,51,Deposit,745.32,2025-07-29 19:41:59,0
7934,423,Transfer,21.38,2026-01-08 19:18:59,0
7935,542,Withdrawal,678.31,2025-12-08 10:13:59,0
7936,360,Withdrawal,113.8,2026-01-09 23:40:59,0
7937,565,POS Purchase,466.61,2026-05-14 15:34:59,0
7938,436,Withdrawal,136.49,2025-12-18 01:06:59,0
7939,198,POS Purchase,146.34,2025-07-30 09:09:59,0
7940,82,Deposit,252.45,2026-03-25 13:49:59,0
7941,110,Bill Payment,373.33,2026-01-05 16:22:59,0
7942,62,POS Purchase,9.59,2026-06-19 14:02:59,0
7943,617,Deposit,225.83,2025-12-13 17:45:59,0
7944,23,Bill Payment,52.67,2025-08-15 01:55:59,0
7945,444,Transfer,107.14,2026-03-13 02:33:59,0
7946,678,Bill Payment,107.92,2025-10-13 14:19:59,0
7947,235,Withdrawal,159.28,2026-07-02 17:46:59,0
7948,412,Bill Payment,102.67,2025-08-07 16:02:59,0
7949,385,Deposit,29.39,2026-02-06 02:55:59,0
7950,285,Bill Payment,40.35,2026-05-08 23:57:59,0
7951,660,POS Purchase,9.5,2026-05-15 15:55:59,0
7952,87,POS Purchase,159.84,2025-11-02 16:11:59,0
7953,69,Deposit,773.22,2025-11-10 01:19:59,0
7954,700,Transfer,31.73,2026-03-19 09:17:59,0
7955,161,POS Purchase,731.92,2026-03-01 10:24:59,0
7956,589,Deposit,331.47,2025-11-22 20:12:59,0
7957,590,Transfer,254.68,2025-07-19 11:15:59,0
7958,394,Transfer,260.11,2026-04-13 19:36:59,0
7959,594,Withdrawal,439.22,2026-06-04 09:57:59,0
7960,516,Bill Payment,29.27,2026-04-21 11:20:59,0
7961,250,Bill Payment,176.68,2026-01-29 08:19:59,0
7962,489,Bill Payment,299.58,2025-11-17 05:09:59,0
7963,464,POS Purchase,221.97,2025-08-01 20:54:59,0
7964,152,Transfer,448.11,2025-09-05 04:45:59,0
7965,466,Deposit,19.75,2026-02-10 15:33:59,0
7966,458,Transfer,294.36,2026-02-21 00:30:59,0
7967,436,Bill Payment,191.91,2025-08-08 09:18:59,0
7968,124,POS Purchase,120.17,2025-10-14 21:49:59,0
7969,260,Withdrawal,104.98,2026-01-01 05:21:59,0
7970,216,Deposit,243.44,2026-02-24 00:34:59,0
7971,16,POS Purchase,555.09,2026-01-07 00:27:59,0
7972,327,POS Purchase,172.38,2025-09-06 11:19:59,0
7973,669,Bill Payment,436.35,2025-10-26 10:16:59,0
7974,426,Bill Payment,129.61,2025-08-02 07:58:59,0
7975,457,Bill Payment,28.01,2026-03-12 13:56:59,0
7976,462,Bill Payment,16.869999999999997,2025-08-06 15:02:59,0
7977,19,Deposit,14.17,2026-01-09 21:57:59,0
7978,289,Deposit,120.57,2026-06-02 06:23:59,0
7979,552,Transfer,103.83,2026-02-28 20:47:59,0
7980,646,Withdrawal,317.41,2026-03-17 19:37:59,0
7981,563,Transfer,340.5,2026-01-07 21:25:59,0
7982,686,Bill Payment,14.05,2026-01-25 08:05:59,0
7983,347,Transfer,63.48,2025-10-11 11:24:59,0
7984,342,Deposit,81.14,2026-04-24 20:52:59,0
7985,461,Withdrawal,199.3,2026-03-07 10:09:59,0
7986,641,Withdrawal,40.02,2026-03-09 23:15:59,0
7987,520,POS Purchase,36.95,2026-03-20 12:24:59,0
7988,280,Withdrawal,720.66,2026-06-05 00:31:59,0
7989,241,Bill Payment,408.67,2026-02-11 06:13:59,0
7990,652,Withdrawal,50.81,2026-03-04 00:22:59,0
7991,271,POS Purchase,131.46,2025-10-06 07:36:59,0
7992,293,Withdrawal,110.87,2026-06-28 21:41:59,0
7993,494,POS Purchase,392.36,2026-01-28 14:06:59,0
7994,490,Bill Payment,179.45,2026-03-06 08:12:59,0
7995,285,Bill Payment,35.2,2025-09-01 23:57:59,0
7996,67,POS Purchase,336.8,2025-09-04 22:51:59,0
7997,439,POS Purchase,127.41,2025-12-26 11:33:59,0
7998,483,Withdrawal,77.27,2026-01-01 05:50:59,0
7999,102,Bill Payment,118.7,2026-05-15 13:01:59,0
8000,488,POS Purchase,173.17,2025-08-10 02:18:59,0
8001,214,Deposit,106.06,2026-03-11 07:41:59,0
8002,65,Withdrawal,70.24,2025-10-28 09:58:59,0
8003,594,Deposit,128.07999999999998,2025-09-19 17:28:59,0
8004,238,Withdrawal,5.84,2026-02-16 05:34:59,0
8005,286,POS Purchase,371.15,2025-11-30 14:14:59,0
8006,389,POS Purchase,47.87,2026-06-01 22:37:59,0
8007,121,Deposit,12.22,2026-06-05 08:50:59,0
8008,308,Bill Payment,266.11,2025-11-20 11:54:59,0
8009,110,POS Purchase,372.73,2025-09-27 04:08:59,0
8010,97,Transfer,421.27,2026-02-16 22:16:59,0
8011,85,Withdrawal,171.06,2025-07-23 17:31:59,0
8012,61,Transfer,58.47,2026-05-13 23:06:59,0
8013,662,POS Purchase,335.12,2025-11-15 14:52:59,0
8014,298,Withdrawal,301.75,2026-04-21 07:52:59,0
8015,366,Transfer,71.68,2025-09-29 03:11:59,0
8016,249,Bill Payment,585.31,2026-03-11 17:58:59,0
8017,646,Transfer,28.56,2025-08-06 09:54:59,0
8018,184,Bill Payment,1015.09,2026-03-09 15:22:59,0
8019,465,POS Purchase,492.97,2025-10-21 13:04:59,0
8020,48,Transfer,292.11,2026-01-05 16:49:59,0
8021,633,POS Purchase,699.2,2025-09-21 19:34:59,0
8022,649,Transfer,321.31,2026-06-20 09:11:59,0
8023,478,Withdrawal,53.82,2026-01-28 04:24:59,0
8024,500,POS Purchase,146.92,2025-11-10 10:11:59,0
8025,540,POS Purchase,19.55,2025-11-24 05:44:59,0
8026,540,Bill Payment,124.43,2026-02-20 16:11:59,0
8027,264,Bill Payment,339.31,2026-04-10 23:37:59,0
8028,54,Transfer,123.12,2025-07-19 01:03:59,0
8029,170,POS Purchase,101.23,2026-01-19 06:29:59,0
8030,188,Transfer,227.19,2025-08-30 09:59:59,0
8031,77,POS Purchase,515.33,2025-08-03 14:40:59,0
8032,271,Deposit,13.19,2026-07-04 11:08:59,0
8033,581,Deposit,122.72,2025-09-16 06:28:59,0
8034,256,Withdrawal,44.07,2026-02-27 12:38:59,0
8035,374,Bill Payment,298.15,2026-04-05 13:57:59,0
8036,228,Transfer,28.94,2025-12-18 10:44:59,0
8037,379,Withdrawal,274.26,2025-08-11 07:44:59,0
8038,117,Transfer,85.28,2026-03-27 20:02:59,0
8039,231,Deposit,56.45,2025-10-30 01:42:59,0
8040,68,Bill Payment,689.6,2025-11-27 04:51:59,0
8041,462,Transfer,5.67,2026-02-06 11:30:59,0
8042,239,Deposit,144.96,2025-10-11 14:24:59,0
8043,456,Withdrawal,6.47,2026-02-26 16:54:59,0
8044,493,Deposit,166.22,2025-08-20 10:45:59,0
8045,297,POS Purchase,174.81,2025-10-04 23:49:59,0
8046,565,POS Purchase,98.03,2025-09-27 16:25:59,0
8047,268,Deposit,36.44,2025-07-09 23:43:59,0
8048,391,Transfer,119.06,2025-11-25 09:16:59,0
8049,413,Deposit,279.89,2025-10-05 06:59:59,0
8050,278,Withdrawal,382.27,2025-12-31 04:25:59,0
8051,284,Bill Payment,190.16,2025-08-20 13:32:59,0
8052,32,Deposit,223.8,2025-12-11 20:42:59,0
8053,324,Withdrawal,56.98,2025-08-14 08:46:59,0
8054,336,POS Purchase,85.68,2026-05-26 23:42:59,0
8055,155,Bill Payment,45.15,2026-02-02 06:28:59,0
8056,281,Bill Payment,72.69,2026-03-15 06:06:59,0
8057,336,Transfer,64.69,2026-03-23 21:03:59,0
8058,484,Transfer,184.21,2025-07-13 18:49:59,0
8059,411,Transfer,207.78,2025-08-07 23:16:59,0
8060,679,POS Purchase,725.87,2026-02-06 14:28:59,0
8061,504,Transfer,55.41,2025-11-18 14:26:59,0
8062,511,Bill Payment,257.58,2025-09-02 13:58:59,0
8063,100,Bill Payment,425.92,2025-08-06 22:14:59,0
8064,78,POS Purchase,206.38,2026-03-22 08:29:59,0
8065,363,Bill Payment,74.59,2025-07-31 03:49:59,0
8066,562,Bill Payment,77.14,2025-12-22 11:55:59,0
8067,297,Deposit,11.01,2025-12-09 19:26:59,0
8068,267,Withdrawal,92.12,2026-02-02 02:29:59,0
8069,543,POS Purchase,342.23,2025-08-10 09:01:59,0
8070,67,Transfer,13.17,2025-09-10 18:07:59,0
8071,674,Bill Payment,62.89,2025-10-08 00:11:59,0
8072,633,Bill Payment,307.24,2025-07-31 19:48:59,0
8073,421,POS Purchase,382.56,2026-06-15 02:46:59,0
8074,6,Bill Payment,152.89,2026-01-21 08:13:59,0
8075,670,Deposit,300.39,2025-08-01 00:13:59,0
8076,272,Withdrawal,123.74,2026-02-12 22:15:59,0
8077,688,Withdrawal,44.56,2026-05-11 10:20:59,0
8078,401,Bill Payment,127.94,2025-09-01 07:42:59,0
8079,125,Bill Payment,217.86,2025-08-20 20:41:59,0
8080,507,Bill Payment,740.38,2025-07-16 13:23:59,0
8081,469,Transfer,18.81,2025-09-04 09:26:59,0
8082,7,Deposit,178.01,2026-02-24 02:14:59,0
8083,520,Transfer,100.72,2026-01-13 22:08:59,0
8084,543,Bill Payment,178.48,2026-03-14 02:30:59,0
8085,439,Bill Payment,7.07,2025-09-15 08:44:59,0
8086,164,Withdrawal,94.86,2026-04-18 17:58:59,0
8087,121,Transfer,429.52,2025-10-22 11:19:59,0
8088,155,Deposit,202.83,2026-01-10 16:07:59,0
8089,373,POS Purchase,150.72,2026-03-15 03:53:59,0
8090,475,Transfer,85.05,2026-06-26 12:36:59,0
8091,591,Deposit,89.47,2025-10-05 08:28:59,0
8092,608,POS Purchase,121.76,2025-11-23 20:23:59,0
8093,401,POS Purchase,452.32,2026-04-09 03:40:59,0
8094,688,Withdrawal,855.43,2025-12-31 23:30:59,0
8095,545,Withdrawal,145.36,2026-02-06 14:26:59,0
8096,573,POS Purchase,125.95,2025-07-28 15:01:59,0
8097,674,Deposit,469.6,2025-08-13 23:34:59,0
8098,49,Bill Payment,140.18,2025-11-10 00:42:59,0
8099,381,Transfer,201.75,2026-05-21 22:35:59,0
8100,109,Transfer,66.65,2025-09-10 23:07:59,0
8101,79,Bill Payment,341.16,2026-07-05 23:48:59,0
8102,416,Transfer,190.82,2026-04-12 23:38:59,0
8103,198,Bill Payment,414.92,2025-08-05 15:28:59,0
8104,385,POS Purchase,380.37,2026-03-15 17:38:59,0
8105,63,POS Purchase,61.52,2025-09-22 15:59:59,0
8106,369,Deposit,315.37,2026-04-16 11:03:59,0
8107,19,POS Purchase,403.43,2026-02-19 04:30:59,0
8108,210,POS Purchase,107.2,2026-03-20 14:31:59,0
8109,205,Transfer,48.37,2025-09-07 11:42:59,0
8110,448,Bill Payment,1.6600000000000001,2025-12-22 03:57:59,0
8111,247,POS Purchase,150.87,2025-11-04 11:27:59,0
8112,441,Deposit,109.63,2025-11-02 09:30:59,0
8113,666,Bill Payment,203.37,2025-07-10 09:13:59,0
8114,644,Bill Payment,53.08,2025-07-28 22:56:59,0
8115,700,Withdrawal,491.93,2026-03-06 22:18:59,0
8116,292,Transfer,75.52,2026-03-06 05:42:59,0
8117,323,POS Purchase,65.18,2025-11-10 11:55:59,0
8118,130,Bill Payment,164.83,2026-06-10 03:15:59,1
8119,467,Bill Payment,173.71,2025-11-20 21:46:59,0
8120,5,Deposit,61.55,2025-12-21 07:29:59,0
8121,122,POS Purchase,80.32,2026-04-14 21:37:59,0
8122,306,Bill Payment,47.49,2025-10-25 04:11:59,0
8123,555,Transfer,317.87,2025-10-10 01:58:59,1
8124,164,POS Purchase,368.52,2025-10-02 02:59:59,0
8125,456,Withdrawal,156.13,2026-01-01 20:53:59,0
8126,380,Withdrawal,314.02,2026-04-09 21:43:59,0
8127,379,Deposit,333.89,2025-09-06 17:00:59,0
8128,480,Deposit,38.2,2025-08-26 01:14:59,0
8129,689,Transfer,847.66,2025-07-16 10:02:59,0
8130,638,Deposit,431.14,2026-04-07 06:56:59,0
8131,26,Transfer,58.19,2025-08-25 19:45:59,0
8132,4,Bill Payment,52.5,2025-11-19 07:38:59,0
8133,282,Transfer,34.57,2025-08-12 21:06:59,0
8134,218,Withdrawal,38.23,2025-09-26 02:05:59,0
8135,149,Bill Payment,345.74,2026-04-23 05:36:59,0
8136,272,Bill Payment,159.56,2025-11-02 03:08:59,0
8137,208,Deposit,382.89,2026-04-25 15:22:59,0
8138,209,POS Purchase,343.86,2025-08-02 22:42:59,0
8139,204,Bill Payment,232.97,2025-08-02 00:44:59,0
8140,127,Withdrawal,290.88,2026-03-10 17:18:59,0
8141,631,Deposit,5.63,2025-09-18 06:59:59,0
8142,72,POS Purchase,94.41,2025-10-31 00:03:59,0
8143,195,Bill Payment,254.9,2025-12-08 17:06:59,0
8144,200,Deposit,3.35,2026-06-10 20:36:59,0
8145,323,POS Purchase,9.38,2025-11-29 22:05:59,0
8146,121,Transfer,478.45,2025-07-26 04:16:59,0
8147,112,Transfer,289.02,2026-01-21 08:53:59,0
8148,111,POS Purchase,78.1,2026-02-24 06:14:59,0
8149,421,Withdrawal,292.16,2025-11-09 08:27:59,0
8150,204,Deposit,394.1,2025-11-29 15:30:59,0
8151,247,Withdrawal,92.61,2026-06-29 03:12:59,0
8152,246,Deposit,10.18,2026-06-13 05:03:59,0
8153,149,Transfer,675.94,2025-07-23 06:25:59,0
8154,158,Bill Payment,106.85,2025-07-17 18:39:59,0
8155,318,Withdrawal,29.15,2026-04-15 00:38:59,0
8156,528,Transfer,170.25,2026-03-05 12:30:59,0
8157,157,Bill Payment,366.76,2025-07-31 09:49:59,0
8158,489,POS Purchase,63.64,2026-05-16 00:06:59,0
8159,516,Deposit,79.5,2026-01-07 17:10:59,0
8160,60,POS Purchase,70.5,2026-04-04 14:51:59,0
8161,45,POS Purchase,1198.06,2026-03-01 10:44:59,0
8162,595,POS Purchase,55.98,2025-10-03 20:08:59,0
8163,647,Bill Payment,215.22,2026-01-10 14:12:59,0
8164,406,Withdrawal,649.45,2025-08-31 11:15:59,0
8165,641,Bill Payment,40.72,2025-10-13 23:08:59,0
8166,179,POS Purchase,884.86,2026-06-07 06:43:59,0
8167,558,POS Purchase,737.63,2026-01-23 10:39:59,0
8168,409,POS Purchase,540.78,2026-06-23 02:43:59,0
8169,164,Bill Payment,61.38,2026-05-06 11:58:59,0
8170,168,Transfer,252.32,2025-10-05 04:22:59,0
8171,331,POS Purchase,358.71,2025-07-21 00:13:59,0
8172,694,Bill Payment,1068.67,2026-05-10 14:49:59,0
8173,104,POS Purchase,50.74,2026-05-18 01:17:59,0
8174,223,Deposit,364.14,2025-07-31 03:42:59,0
8175,271,POS Purchase,104.43,2025-07-12 06:13:59,0
8176,355,Transfer,49.28,2025-11-18 03:08:59,0
8177,46,Transfer,137.78,2026-04-08 17:51:59,0
8178,326,POS Purchase,395.77,2026-01-19 09:08:59,0
8179,650,Withdrawal,157.3,2026-01-23 11:50:59,0
8180,72,POS Purchase,193.79,2026-06-26 11:06:59,0
8181,425,Transfer,1333.68,2025-08-06 21:38:59,0
8182,592,Bill Payment,128.34,2026-05-31 07:58:59,0
8183,25,POS Purchase,239.89,2026-03-22 10:14:59,0
8184,217,Bill Payment,114.63,2026-04-03 16:38:59,0
8185,343,Withdrawal,125.72,2026-02-18 13:47:59,0
8186,539,POS Purchase,298.39,2026-03-20 10:57:59,0
8187,83,Transfer,695.7,2025-12-20 02:13:59,0
8188,101,Withdrawal,196.42,2026-05-29 10:07:59,0
8189,80,Transfer,366.69,2025-10-02 14:32:59,0
8190,347,Bill Payment,24.36,2025-09-17 19:09:59,0
8191,283,Transfer,60.3,2025-11-12 17:32:59,0
8192,558,Withdrawal,175.35,2026-02-24 18:25:59,0
8193,361,POS Purchase,6.05,2026-03-11 00:06:59,0
8194,541,Transfer,73.87,2025-07-17 01:12:59,0
8195,411,Transfer,183.14,2025-07-15 14:00:59,0
8196,302,Bill Payment,4.77,2026-01-22 14:46:59,0
8197,498,POS Purchase,77.82,2026-06-13 21:32:59,0
8198,647,Withdrawal,181.4,2025-12-17 21:21:59,0
8199,154,Transfer,213.83,2025-12-28 04:29:59,0
8200,466,Withdrawal,651.09,2026-05-17 16:15:59,0
8201,475,Withdrawal,260.15,2025-09-17 09:05:59,0
8202,278,Deposit,134.92,2026-02-16 07:40:59,0
